platform filter|title|age|releaseDate|BADLANGUAGE|DISCRIMINATION|DRUGS|FEAR|GAMBLING|SEX|VIOLENCE|INGAMEPURCHASES|content|publisher|platform list
Nintendo Switch|TRIALS of MANA|12|24/04/2020|Y|N|N|N|N|N|Y|N|Trials of Mana is a full, high-definition remake of the third entry in the classic Mana series. The game tells the story of six heroes as they battle against forces of evil that threaten a world where...|Square Enix Ltd|Nintendo Switch, PlayStation 4, PC
Nintendo Switch|WARBORN|7|24/04/2020|N|N|N|N|N|N|Y|N|WARBORN is a turn-based tactical game where human pilots controll huge weaponised mechs called "Variable Armour". Players can experience more than 40 campaign missions against CPU opponents, learning about...|PQube Limited|PlayStation 4, Nintendo Switch
Nintendo Switch|MotoGP20|3|23/04/2020|N|N|N|N|N|N|N|Y|MotoGPâ¢20 is a bike racing game based on the officialÂ&nbsp;MotoGPâ¢Â&nbsp;license. Set in the current time and depicted as a realistic representation of the real championship. The main aim of MotoGPâ¢20 is...|Milestone S.r.l.|PlayStation 4, Xbox One, Nintendo Switch, PC, Stadia
Nintendo Switch|My memory of us|7|17/04/2020|N|N|N|N|N|N|Y|N|My Memory of Us is a 2,5D adventure game with logical puzzles. A reminiscence of a friendship between a boy and a girl. A friendship made during tough times. Times of terror, pain, and exclusion in a world...|Red Art Games|Nintendo Switch
Nintendo Switch|Hellpoint|12|16/04/2020|N|N|N|N|N|N|Y|N|Hellpoint is a dark sci fi action RPG set in the aftermath of a massive quantum cataclysm. Every living being quickly lost their mind as their memories and bodies were merged with alternate versions of...|tinyBuild GAMES|Nintendo Switch, PlayStation 4, Xbox One, PC
Nintendo Switch|LA-MULANA 1 &amp; 2|12|10/04/2020|Y|N|N|N|N|Y|Y|N|This is a compilation title of LA-MULANA 1 and LA-MULANA 2. In LA-MULANA 1, players control Lemeza Kosugi, a renowned archaeologist who wants to seek out the hidden treasures of the ruins. In LA-MULANA...|NIS America, Inc|PlayStation 4, Nintendo Switch, Xbox One
Nintendo Switch|Minecraft Dungeons|7|07/04/2020|N|N|N|Y|N|N|Y|N|3D isometric, action-adventure game set in the Minecraft Universe and inspired by classic dungeon crawlers. Up to four players can join a game together and fight through 9 distinctly different biomes...|Microsoft studios|PC, Xbox One, PlayStation 4, Nintendo Switch
Nintendo Switch|HyperParasite|16|03/04/2020|Y|N|N|N|N|N|Y|N|A rogue-lite twin-stick shooter/brawler that never plays the same twice. Collect and control 60 different characters as the body-snatching alien Parasite with a grudge against humanity. Fight to the top...|Troglobytes Games, S.L.|PlayStation 4, Nintendo Switch, Xbox One, PC
Nintendo Switch|Hover|7|01/04/2020|N|N|N|N|N|N|Y|N|Experience the thrills of a fast-paced single and multiplayer Parkour game. Join the Rebellion and deride the security forces of an anti-leisure tyranny. Rise up to the many challenges of a futuristic...|Red Art Games|Nintendo Switch
Nintendo Switch|Goosebumps Dead of Night|12|31/03/2020|Y|N|N|N|N|N|Y|N|Based off the books by R.L. Stine, you play as the young Twist in this survival horror game. Hiding from monsters, solving puzzles and shooting gummy bears,|Cosmic Forces|PlayStation 4, Xbox One, Nintendo Switch, PC
Nintendo Switch|TRIALS of MANA|12|24/04/2020|Y|N|N|N|N|N|Y|N|Trials of Mana is a full, high-definition remake of the third entry in the classic Mana series. The game tells the story of six heroes as they battle against forces of evil that threaten a world where...|Square Enix Ltd|Nintendo Switch, PlayStation 4, PC
Nintendo Switch|WARBORN|7|24/04/2020|N|N|N|N|N|N|Y|N|WARBORN is a turn-based tactical game where human pilots controll huge weaponised mechs called "Variable Armour". Players can experience more than 40 campaign missions against CPU opponents, learning about...|PQube Limited|PlayStation 4, Nintendo Switch
Nintendo Switch|MotoGP20|3|23/04/2020|N|N|N|N|N|N|N|Y|MotoGPâ¢20 is a bike racing game based on the officialÂ&nbsp;MotoGPâ¢Â&nbsp;license. Set in the current time and depicted as a realistic representation of the real championship. The main aim of MotoGPâ¢20 is...|Milestone S.r.l.|PlayStation 4, Xbox One, Nintendo Switch, PC, Stadia
Nintendo Switch|My memory of us|7|17/04/2020|N|N|N|N|N|N|Y|N|My Memory of Us is a 2,5D adventure game with logical puzzles. A reminiscence of a friendship between a boy and a girl. A friendship made during tough times. Times of terror, pain, and exclusion in a world...|Red Art Games|Nintendo Switch
Nintendo Switch|Hellpoint|12|16/04/2020|N|N|N|N|N|N|Y|N|Hellpoint is a dark sci fi action RPG set in the aftermath of a massive quantum cataclysm. Every living being quickly lost their mind as their memories and bodies were merged with alternate versions of...|tinyBuild GAMES|Nintendo Switch, PlayStation 4, Xbox One, PC
Nintendo Switch|LA-MULANA 1 &amp; 2|12|10/04/2020|Y|N|N|N|N|Y|Y|N|This is a compilation title of LA-MULANA 1 and LA-MULANA 2. In LA-MULANA 1, players control Lemeza Kosugi, a renowned archaeologist who wants to seek out the hidden treasures of the ruins. In LA-MULANA...|NIS America, Inc|PlayStation 4, Nintendo Switch, Xbox One
Nintendo Switch|Minecraft Dungeons|7|07/04/2020|N|N|N|Y|N|N|Y|N|3D isometric, action-adventure game set in the Minecraft Universe and inspired by classic dungeon crawlers. Up to four players can join a game together and fight through 9 distinctly different biomes...|Microsoft studios|PC, Xbox One, PlayStation 4, Nintendo Switch
Nintendo Switch|HyperParasite|16|03/04/2020|Y|N|N|N|N|N|Y|N|A rogue-lite twin-stick shooter/brawler that never plays the same twice. Collect and control 60 different characters as the body-snatching alien Parasite with a grudge against humanity. Fight to the top...|Troglobytes Games, S.L.|PlayStation 4, Nintendo Switch, Xbox One, PC
Nintendo Switch|Hover|7|01/04/2020|N|N|N|N|N|N|Y|N|Experience the thrills of a fast-paced single and multiplayer Parkour game. Join the Rebellion and deride the security forces of an anti-leisure tyranny. Rise up to the many challenges of a futuristic...|Red Art Games|Nintendo Switch
Nintendo Switch|Goosebumps Dead of Night|12|31/03/2020|Y|N|N|N|N|N|Y|N|Based off the books by R.L. Stine, you play as the young Twist in this survival horror game. Hiding from monsters, solving puzzles and shooting gummy bears,|Cosmic Forces|PlayStation 4, Xbox One, Nintendo Switch, PC
Nintendo Switch|Samurai Shodown! 2 Pocket Fighting Series|7|19/03/2020|N|N|N|N|N|N|Y|N|Samurai Shodown! is a handheld game in SNK's Samurai Shodown series of fighting games. Unlike its predecessor, it was released on the Neo-Geo Pocket Color system, so its graphics were no longer monochrome.|Les Editions Pix'n Love|Nintendo Switch
Nintendo Switch|R.B.I. Baseball 20|3|16/03/2020|N|N|N|N|N|N|N|N|Unleash Greatness with your MLB crew in R.B.I. Baseball 20! R.B.I. 20 redefines arcade baseball action with massive advancements including brand new batting, pitching, &amp; base running controls, all-new...|MLB Advanced Media, L.P.|Nintendo Switch, PlayStation 4, Xbox One
Nintendo Switch|Roundguard|3|16/03/2020|N|N|N|N|N|N|N|N|Roundguard is a bouncy dungeon crawler with pinball physics, lots of loot, and a randomized castle full of oddballs. Press your luck against hordes of dangerously cute monsters and challenging roguelike...|The Quantum Astrophysicists Guild|PlayStation 4, Xbox One, Nintendo Switch, PC
Nintendo Switch|Wheel Of Fortune|3|15/03/2020|N|N|N|N|N|N|N|N|Spin the wheel and solve up to 4,000 unique puzzles, competing against friends, family, and online players around the world to climb the global leaderboard. Play classic mode to enjoy the authentic TV...|Ubisoft EMEA|Nintendo Switch, PlayStation 4, Xbox One
Nintendo Switch|Jeopardy!|3|15/03/2020|N|N|N|N|N|N|N|N|Solve over 2,000 clues, constantly putting your smarts to the test. Compete with friends, family or players online all the way to Final Jeopardy! Play in Family Mode with its own separate categories to...|Ubisoft EMEA|Nintendo Switch, PlayStation 4, Xbox One
Nintendo Switch|Langrisser I &amp; II|12|13/03/2020|Y|N|N|N|N|N|N|N|Langrisser I &amp; II is a remake of two games: Langrisser and Langrisser 2. It is a top-down turn-based strategy RPG with anime-style visual stories set in a medieval fantasy world where players command an...|NIS America, Inc|PlayStation 4, Nintendo Switch
Nintendo Switch|My Hero One's Justice 2|12|13/03/2020|N|N|N|N|N|N|Y|Y|The battle for justice continues, but this time the fight gets bigger, badder, and more quirkier in My Hero Oneâs Justice 2. Based on the manga My Hero Academia, all characters are back, with newly...|BANDAI NAMCO ENTERTAINMENT EUROPE S.A.S.|PlayStation 4, Nintendo Switch, PC, Xbox One
Nintendo Switch|Is It Wrong to Try to Pick Up Girls in a Dungeon? Infinite Combate|12|13/03/2020|Y|N|N|N|N|Y|N|N|"Is It Wrong to Try to Pick Up Girls in a Dungeon? Infinite Combate" is a dungeon crawling RPG that follows the narrative of the anime with the same name. Players control Bell Cranel and Ais Wallenstein...|PQube Limited|PlayStation 4, Nintendo Switch
Nintendo Switch|TT Isle of Man - Ride on the Edge 2|3|12/03/2020|N|N|N|N|N|N|N|N|In the official licensed moto racing game simulation of the prestigious TT Isle of Man Races, challenge yourself in the career mode to gain access to the Senior Race. Win races, gain rewards and reputation,...|Bigben Interactive SA|PC, PlayStation 4, Xbox One, Nintendo Switch
Nintendo Switch|PokÃ©mon Mystery Dungeon: Rescue Team DX|7|06/03/2020|N|N|N|N|N|N|Y|N|One day you wake up and find youâve been turned into a PokÃ©mon. The adventure begins when you and your partner PokÃ©mon set out on rescue missions in a world ravaged by natural disasters. But what is...|Nintendo of Europe GmbH|Nintendo Switch
Nintendo Switch|Samurai Shodown! 2 Pocket Fighting Series|7|19/03/2020|N|N|N|N|N|N|Y|N|Samurai Shodown! is a handheld game in SNK's Samurai Shodown series of fighting games. Unlike its predecessor, it was released on the Neo-Geo Pocket Color system, so its graphics were no longer monochrome.|Les Editions Pix'n Love|Nintendo Switch
Nintendo Switch|R.B.I. Baseball 20|3|16/03/2020|N|N|N|N|N|N|N|N|Unleash Greatness with your MLB crew in R.B.I. Baseball 20! R.B.I. 20 redefines arcade baseball action with massive advancements including brand new batting, pitching, &amp; base running controls, all-new...|MLB Advanced Media, L.P.|Nintendo Switch, PlayStation 4, Xbox One
Nintendo Switch|Roundguard|3|16/03/2020|N|N|N|N|N|N|N|N|Roundguard is a bouncy dungeon crawler with pinball physics, lots of loot, and a randomized castle full of oddballs. Press your luck against hordes of dangerously cute monsters and challenging roguelike...|The Quantum Astrophysicists Guild|PlayStation 4, Xbox One, Nintendo Switch, PC
Nintendo Switch|Wheel Of Fortune|3|15/03/2020|N|N|N|N|N|N|N|N|Spin the wheel and solve up to 4,000 unique puzzles, competing against friends, family, and online players around the world to climb the global leaderboard. Play classic mode to enjoy the authentic TV...|Ubisoft EMEA|Nintendo Switch, PlayStation 4, Xbox One
Nintendo Switch|Jeopardy!|3|15/03/2020|N|N|N|N|N|N|N|N|Solve over 2,000 clues, constantly putting your smarts to the test. Compete with friends, family or players online all the way to Final Jeopardy! Play in Family Mode with its own separate categories to...|Ubisoft EMEA|Nintendo Switch, PlayStation 4, Xbox One
Nintendo Switch|Langrisser I &amp; II|12|13/03/2020|Y|N|N|N|N|N|N|N|Langrisser I &amp; II is a remake of two games: Langrisser and Langrisser 2. It is a top-down turn-based strategy RPG with anime-style visual stories set in a medieval fantasy world where players command an...|NIS America, Inc|PlayStation 4, Nintendo Switch
Nintendo Switch|My Hero One's Justice 2|12|13/03/2020|N|N|N|N|N|N|Y|Y|The battle for justice continues, but this time the fight gets bigger, badder, and more quirkier in My Hero Oneâs Justice 2. Based on the manga My Hero Academia, all characters are back, with newly...|BANDAI NAMCO ENTERTAINMENT EUROPE S.A.S.|PlayStation 4, Nintendo Switch, PC, Xbox One
Nintendo Switch|Is It Wrong to Try to Pick Up Girls in a Dungeon? Infinite Combate|12|13/03/2020|Y|N|N|N|N|Y|N|N|"Is It Wrong to Try to Pick Up Girls in a Dungeon? Infinite Combate" is a dungeon crawling RPG that follows the narrative of the anime with the same name. Players control Bell Cranel and Ais Wallenstein...|PQube Limited|PlayStation 4, Nintendo Switch
Nintendo Switch|TT Isle of Man - Ride on the Edge 2|3|12/03/2020|N|N|N|N|N|N|N|N|In the official licensed moto racing game simulation of the prestigious TT Isle of Man Races, challenge yourself in the career mode to gain access to the Senior Race. Win races, gain rewards and reputation,...|Bigben Interactive SA|PC, PlayStation 4, Xbox One, Nintendo Switch
Nintendo Switch|PokÃ©mon Mystery Dungeon: Rescue Team DX|7|06/03/2020|N|N|N|N|N|N|Y|N|One day you wake up and find youâve been turned into a PokÃ©mon. The adventure begins when you and your partner PokÃ©mon set out on rescue missions in a world ravaged by natural disasters. But what is...|Nintendo of Europe GmbH|Nintendo Switch
Nintendo Switch|Galak-Z: The Void / Skulls of the Shogun Bone-A Fide Platinum Pack|12|25/02/2020|Y|N|N|N|N|N|N|N|Galak-Z: The Void - 2D combat deep space dogfighting game taking control of a variety of classic spacecraft blasting enemies, unleashing missile salvos, and tossing enemies into explosive obstacles. Skulls...|Maximum Games Ireland Ltd|PlayStation 4, Nintendo Switch
Nintendo Switch|KATANA KAMI: A Way of the Samurai Story|16|20/02/2020|N|N|N|N|N|N|Y|N|KATANA KAMI: A Way of the Samurai Story is an action game in which the player forges katanas by day in a smithy for customers and battles monsters and demons by night.|Spike Chunsoft, Inc.|PlayStation 4, Nintendo Switch
Nintendo Switch|Psikyo Shooting Stars Bravo|7|18/02/2020|N|N|N|N|N|N|Y|N|Psikyo Shooting Stars Bravo is an arcade compilation game composed of six 3rd-person shooter arcade games, that have been previously released digitally on Nintendo eShop by a different publisher.|NIS America, Inc|Nintendo Switch
Nintendo Switch|DEAD OR SCHOOL|16|14/02/2020|N|N|N|N|N|N|Y|N|DEAD OR SCHOOL is a 2D platformer RPG hybrid based in Tokyo, Japan. Players will explore various wards that have been over-run with the zombie hordes, interspersed with visual novel-esque story and dialogue...|Marvelous Europe Limited|PlayStation 4, Nintendo Switch
Nintendo Switch|Candleman|7|14/02/2020|N|N|N|Y|N|N|N|N|Despite only being able to burn for 10 seconds, a little candle journeys into the darkness, with the purpose of seeking light.|Red Art Games|Nintendo Switch
Nintendo Switch|WARRIORS OROCHI 4 Ultimate|12|14/02/2020|N|N|N|N|N|N|Y|N|WARRIORS OROCHI 4 Ultimate is a tactical action game that draws inspiration from Dynasty Warriors and Samurai Warriors and blends them together with elements of Greek and Norse Mythology.|Koei Tecmo Europe Ltd|PlayStation 4, Xbox One, Nintendo Switch, PC
Nintendo Switch|Ministry of Broadcast|16|05/02/2020|Y|N|N|N|N|N|Y|N|Ministry of Broadcast is a narrative driven single player platformer, where the player controls an unnamed contestant that must solve platform puzzles to advance to the next arenas while discovering the...|PM Studios|Nintendo Switch
Nintendo Switch|The Dark Crystal: Age of Resistance Tactics|12|04/02/2020|N|N|N|N|N|N|Y|N|In The Dark Crystal Age of Resistance Tactics, youâll lead a resistance force against the ruthless Skeksis in over 50 turn-based tactics battles. Along the way, you will recruit and customize up to 15...|En Masse Entertainment|PlayStation 4, Xbox One, Nintendo Switch, PC
Nintendo Switch|Monster Energy Supercross - The Official Videogame 3|3|04/02/2020|N|N|N|N|N|N|N|Y|Monster Energy Supercross â The official Videogame 3 is a dirt bike racing game based on the official Supercross FIM World Championship license and its gameplay consists of dirt bike racing on closed...|Milestone S.r.l.|PlayStation 4, Xbox One, PC, Nintendo Switch, Stadia
Nintendo Switch|Heroland|12|31/01/2020|Y|N|N|N|N|Y|N|N|Heroland is a comedic RPG for the Nintendo Switch, PlayStation 4, and PC, developed by Japanese developer FuRyu. The game is story and sidequest-heavy, focusing on Luckyâs work at the theme park and...|Marvelous Europe Limited|PlayStation 4, Nintendo Switch
Nintendo Switch|Galak-Z: The Void / Skulls of the Shogun Bone-A Fide Platinum Pack|12|25/02/2020|Y|N|N|N|N|N|N|N|Galak-Z: The Void - 2D combat deep space dogfighting game taking control of a variety of classic spacecraft blasting enemies, unleashing missile salvos, and tossing enemies into explosive obstacles. Skulls...|Maximum Games Ireland Ltd|PlayStation 4, Nintendo Switch
Nintendo Switch|KATANA KAMI: A Way of the Samurai Story|16|20/02/2020|N|N|N|N|N|N|Y|N|KATANA KAMI: A Way of the Samurai Story is an action game in which the player forges katanas by day in a smithy for customers and battles monsters and demons by night.|Spike Chunsoft, Inc.|PlayStation 4, Nintendo Switch
Nintendo Switch|Psikyo Shooting Stars Bravo|7|18/02/2020|N|N|N|N|N|N|Y|N|Psikyo Shooting Stars Bravo is an arcade compilation game composed of six 3rd-person shooter arcade games, that have been previously released digitally on Nintendo eShop by a different publisher.|NIS America, Inc|Nintendo Switch
Nintendo Switch|DEAD OR SCHOOL|16|14/02/2020|N|N|N|N|N|N|Y|N|DEAD OR SCHOOL is a 2D platformer RPG hybrid based in Tokyo, Japan. Players will explore various wards that have been over-run with the zombie hordes, interspersed with visual novel-esque story and dialogue...|Marvelous Europe Limited|PlayStation 4, Nintendo Switch
Nintendo Switch|Candleman|7|14/02/2020|N|N|N|Y|N|N|N|N|Despite only being able to burn for 10 seconds, a little candle journeys into the darkness, with the purpose of seeking light.|Red Art Games|Nintendo Switch
Nintendo Switch|WARRIORS OROCHI 4 Ultimate|12|14/02/2020|N|N|N|N|N|N|Y|N|WARRIORS OROCHI 4 Ultimate is a tactical action game that draws inspiration from Dynasty Warriors and Samurai Warriors and blends them together with elements of Greek and Norse Mythology.|Koei Tecmo Europe Ltd|PlayStation 4, Xbox One, Nintendo Switch, PC
Nintendo Switch|Ministry of Broadcast|16|05/02/2020|Y|N|N|N|N|N|Y|N|Ministry of Broadcast is a narrative driven single player platformer, where the player controls an unnamed contestant that must solve platform puzzles to advance to the next arenas while discovering the...|PM Studios|Nintendo Switch
Nintendo Switch|The Dark Crystal: Age of Resistance Tactics|12|04/02/2020|N|N|N|N|N|N|Y|N|In The Dark Crystal Age of Resistance Tactics, youâll lead a resistance force against the ruthless Skeksis in over 50 turn-based tactics battles. Along the way, you will recruit and customize up to 15...|En Masse Entertainment|PlayStation 4, Xbox One, Nintendo Switch, PC
Nintendo Switch|Monster Energy Supercross - The Official Videogame 3|3|04/02/2020|N|N|N|N|N|N|N|Y|Monster Energy Supercross â The official Videogame 3 is a dirt bike racing game based on the official Supercross FIM World Championship license and its gameplay consists of dirt bike racing on closed...|Milestone S.r.l.|PlayStation 4, Xbox One, PC, Nintendo Switch, Stadia
Nintendo Switch|Heroland|12|31/01/2020|Y|N|N|N|N|Y|N|N|Heroland is a comedic RPG for the Nintendo Switch, PlayStation 4, and PC, developed by Japanese developer FuRyu. The game is story and sidequest-heavy, focusing on Luckyâs work at the theme park and...|Marvelous Europe Limited|PlayStation 4, Nintendo Switch
Nintendo Switch|Galak-Z: The Void / Skulls of the Shogun Bone-A Fide Platinum Pack|12|25/02/2020|Y|N|N|N|N|N|N|N|Galak-Z: The Void - 2D combat deep space dogfighting game taking control of a variety of classic spacecraft blasting enemies, unleashing missile salvos, and tossing enemies into explosive obstacles. Skulls...|Maximum Games Ireland Ltd|PlayStation 4, Nintendo Switch
Nintendo Switch|KATANA KAMI: A Way of the Samurai Story|16|20/02/2020|N|N|N|N|N|N|Y|N|KATANA KAMI: A Way of the Samurai Story is an action game in which the player forges katanas by day in a smithy for customers and battles monsters and demons by night.|Spike Chunsoft, Inc.|PlayStation 4, Nintendo Switch
Nintendo Switch|Psikyo Shooting Stars Bravo|7|18/02/2020|N|N|N|N|N|N|Y|N|Psikyo Shooting Stars Bravo is an arcade compilation game composed of six 3rd-person shooter arcade games, that have been previously released digitally on Nintendo eShop by a different publisher.|NIS America, Inc|Nintendo Switch
Nintendo Switch|DEAD OR SCHOOL|16|14/02/2020|N|N|N|N|N|N|Y|N|DEAD OR SCHOOL is a 2D platformer RPG hybrid based in Tokyo, Japan. Players will explore various wards that have been over-run with the zombie hordes, interspersed with visual novel-esque story and dialogue...|Marvelous Europe Limited|PlayStation 4, Nintendo Switch
Nintendo Switch|Candleman|7|14/02/2020|N|N|N|Y|N|N|N|N|Despite only being able to burn for 10 seconds, a little candle journeys into the darkness, with the purpose of seeking light.|Red Art Games|Nintendo Switch
Nintendo Switch|WARRIORS OROCHI 4 Ultimate|12|14/02/2020|N|N|N|N|N|N|Y|N|WARRIORS OROCHI 4 Ultimate is a tactical action game that draws inspiration from Dynasty Warriors and Samurai Warriors and blends them together with elements of Greek and Norse Mythology.|Koei Tecmo Europe Ltd|PlayStation 4, Xbox One, Nintendo Switch, PC
Nintendo Switch|Ministry of Broadcast|16|05/02/2020|Y|N|N|N|N|N|Y|N|Ministry of Broadcast is a narrative driven single player platformer, where the player controls an unnamed contestant that must solve platform puzzles to advance to the next arenas while discovering the...|PM Studios|Nintendo Switch
Nintendo Switch|The Dark Crystal: Age of Resistance Tactics|12|04/02/2020|N|N|N|N|N|N|Y|N|In The Dark Crystal Age of Resistance Tactics, youâll lead a resistance force against the ruthless Skeksis in over 50 turn-based tactics battles. Along the way, you will recruit and customize up to 15...|En Masse Entertainment|PlayStation 4, Xbox One, Nintendo Switch, PC
Nintendo Switch|Monster Energy Supercross - The Official Videogame 3|3|04/02/2020|N|N|N|N|N|N|N|Y|Monster Energy Supercross â The official Videogame 3 is a dirt bike racing game based on the official Supercross FIM World Championship license and its gameplay consists of dirt bike racing on closed...|Milestone S.r.l.|PlayStation 4, Xbox One, PC, Nintendo Switch, Stadia
Nintendo Switch|Heroland|12|31/01/2020|Y|N|N|N|N|Y|N|N|Heroland is a comedic RPG for the Nintendo Switch, PlayStation 4, and PC, developed by Japanese developer FuRyu. The game is story and sidequest-heavy, focusing on Luckyâs work at the theme park and...|Marvelous Europe Limited|PlayStation 4, Nintendo Switch
Nintendo Switch|SuperEpic: The Entertainment War|12|06/12/2019|Y|N|N|N|N|N|N|N|SuperEpic is an action-adventure game, which blends classic metroidvania gameplay and combo based combat with an economy driven progression and optional mobile cross-play. Set in an Orwellian future dystopia,...|Numskull Games|PlayStation 4, Xbox One, Nintendo Switch
Nintendo Switch|Assassin's Creed The Rebel Collection|18|06/12/2019|Y|N|N|N|N|N|Y|N|Assassin's Creed The Rebel Collection is a compilation of Assassin's Creed IV Black Flag and its DLCs, and Assassin's Creed Rogue.|Ubisoft EMEA|Nintendo Switch
Nintendo Switch|Darksiders Genesis|12|05/12/2019|Y|N|N|N|N|N|Y|N|Still reeling from the events on Eden, WAR and STRIFE have been given a new assignment -- LUCIFER, the enigmatic and deceptive demon king, has been plotting to upset the Balance by granting power to master...|THQ Nordic|PC, Stadia, PlayStation 4, Xbox One, Nintendo Switch
Nintendo Switch|Waku Waku Sweets|3|05/12/2019|N|N|N|N|N|N|N|N|"Waku Waku Sweets" is a cooking simulation game where the player controls the character, Lime (default name), who strives to become the best confectionery maker in the world to make people happy.|Aksys Games|Nintendo Switch
Nintendo Switch|Edna &amp; Harvey: The Breakout - Anniversary Edition|12|04/12/2019|Y|N|N|N|N|N|N|N|Accompany young Edna and her talking stuffed bunny Harvey on a whacky attempt to escape from her padded cell. Experience a bizarre journey all across the insane asylum and far beyond its brick walls.|Daedalic Entertainment GmbH|PC, PlayStation 4, Nintendo Switch
Nintendo Switch|Farming Simulator 20|3|03/12/2019|N|N|N|N|N|N|N|N|Farming Simulator 20 is a farming simulation game in which players manage a modern farm. Players drive tractors and other machinery (e.g., tractors, combine harvestersâ¦) around the farm as they plant...|Focus Home Interactive|Nintendo Switch
Nintendo Switch|Earthlock|12|01/12/2019|N|N|N|N|N|N|Y|N|Earthlock is an adventure RPG inspired by the classic 3D RPGs of the late 90's, with a fresh take on turn based combat and character progression.|Super Rare Games|Nintendo Switch
Nintendo Switch|Joe Devers Lone Wolf|16|01/12/2019|N|N|N|N|N|N|Y|N|You play the part of a typical fantasy adventurer, the titular Lone Wolf. Part feudal lord, part warrior monk, Lone Wolf is the last of his kind and the protector of a small portion of the fantasy world...|Super Rare Games|Nintendo Switch
Nintendo Switch|BUNDLE DEMETRIOS &amp; XENON VALKYRIE+ SWITCH|12|01/12/2019|Y|N|N|N|N|Y|Y|N|-|Red Art Games|Nintendo Switch
Nintendo Switch|The Darkside Detective|7|01/12/2019|N|N|N|Y|N|N|N|N|Where cultists crawl, where demons dwell, where the occultâ¦ occults? youâll find Detective Francis McQueen, the sole member of the criminally underfunded Darkside Division. When evil darkens the doorsteps...|Super Rare Games|Nintendo Switch
Nintendo Switch|SuperEpic: The Entertainment War|12|06/12/2019|Y|N|N|N|N|N|N|N|SuperEpic is an action-adventure game, which blends classic metroidvania gameplay and combo based combat with an economy driven progression and optional mobile cross-play. Set in an Orwellian future dystopia,...|Numskull Games|PlayStation 4, Xbox One, Nintendo Switch
Nintendo Switch|Assassin's Creed The Rebel Collection|18|06/12/2019|Y|N|N|N|N|N|Y|N|Assassin's Creed The Rebel Collection is a compilation of Assassin's Creed IV Black Flag and its DLCs, and Assassin's Creed Rogue.|Ubisoft EMEA|Nintendo Switch
Nintendo Switch|Darksiders Genesis|12|05/12/2019|Y|N|N|N|N|N|Y|N|Still reeling from the events on Eden, WAR and STRIFE have been given a new assignment -- LUCIFER, the enigmatic and deceptive demon king, has been plotting to upset the Balance by granting power to master...|THQ Nordic|PC, Stadia, PlayStation 4, Xbox One, Nintendo Switch
